0,4.3125
5,5.40439
10,7.76697
15,10.52896
20,13.31492
25,16.189
30,19.276
35,22.475
40,25.968
45,29.264
50,33.526
55,37.997
60,43.537
65,51.695
70,53.308
75,53.714
80,53.901
85,54.032
90,54.042
95,54.033
100,53.997
